case,cells,time_us,strategy,executor,julia_or_neon,threads,node,nnz
DrivAer,65334765.0,2376999.0,Cell-Based,CPU,JuNe,128.0,gpu-nvidia-h100,460041233.0
DrivAer,65334765.0,2145500.0,Cell-Based,CPU,JuNe,128.0,gpu-nvidia-h100,460041233.0
DrivAer,65334765.0,1774391.0,Cell-Based,CPU,JuNe,128.0,gpu-nvidia-h100,460041233.0
DrivAer,65334765.0,3941461.0,Global Face-Based,CPU,JuNe,128.0,gpu-nvidia-h100,460041233.0
DrivAer,65334765.0,3762622.0,Global Face-Based,CPU,JuNe,128.0,gpu-nvidia-h100,460041233.0
DrivAer,65334765.0,3539273.0,Global Face-Based,CPU,JuNe,128.0,gpu-nvidia-h100,460041233.0
DrivAer,65334765.0,21042393.0,Face-Based,CPU,JuNe,1.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,20901150.0,Face-Based,CPU,JuNe,1.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,21079590.0,Face-Based,CPU,JuNe,1.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,21720579.0,Cell-Based,CPU,JuNe,1.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,21444740.0,Cell-Based,CPU,JuNe,1.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,21442866.0,Cell-Based,CPU,JuNe,1.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,20832827.0,Global Face-Based,CPU,JuNe,1.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,20865448.0,Global Face-Based,CPU,JuNe,1.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,20871925.0,Global Face-Based,CPU,JuNe,1.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,5640594.0,Face-Based,CPU,JuNe,2.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,5656252.0,Face-Based,CPU,JuNe,2.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,5640641.0,Face-Based,CPU,JuNe,2.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,4296296.0,Cell-Based,CPU,JuNe,2.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,4392305.0,Cell-Based,CPU,JuNe,2.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,4410191.0,Cell-Based,CPU,JuNe,2.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,6486555.0,Global Face-Based,CPU,JuNe,2.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,6435662.0,Global Face-Based,CPU,JuNe,2.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,6450242.0,Global Face-Based,CPU,JuNe,2.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,4099355.0,Face-Based,CPU,JuNe,4.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,3914953.0,Face-Based,CPU,JuNe,4.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,4155901.0,Face-Based,CPU,JuNe,4.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,3344282.0,Cell-Based,CPU,JuNe,4.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,3361758.0,Cell-Based,CPU,JuNe,4.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,3127097.0,Cell-Based,CPU,JuNe,4.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,5076161.0,Global Face-Based,CPU,JuNe,4.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,5055271.0,Global Face-Based,CPU,JuNe,4.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,5233368.0,Global Face-Based,CPU,JuNe,4.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,2196568.0,Face-Based,CPU,JuNe,8.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,2182841.0,Face-Based,CPU,JuNe,8.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,2222256.0,Face-Based,CPU,JuNe,8.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,1766455.0,Cell-Based,CPU,JuNe,8.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,1931316.0,Cell-Based,CPU,JuNe,8.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,1806142.0,Cell-Based,CPU,JuNe,8.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,3646902.0,Global Face-Based,CPU,JuNe,8.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,3587749.0,Global Face-Based,CPU,JuNe,8.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,3636633.0,Global Face-Based,CPU,JuNe,8.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,2291381.0,Face-Based,CPU,JuNe,16.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,2217516.0,Face-Based,CPU,JuNe,16.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,2209254.0,Face-Based,CPU,JuNe,16.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,2045783.0,Cell-Based,CPU,JuNe,16.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,2140566.0,Cell-Based,CPU,JuNe,16.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,2079595.0,Cell-Based,CPU,JuNe,16.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,3540841.0,Global Face-Based,CPU,JuNe,16.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,3518577.0,Global Face-Based,CPU,JuNe,16.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,3583064.0,Global Face-Based,CPU,JuNe,16.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,2510472.0,Face-Based,CPU,JuNe,32.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,2565020.0,Face-Based,CPU,JuNe,32.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,2685609.0,Face-Based,CPU,JuNe,32.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,2644546.0,Cell-Based,CPU,JuNe,32.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,2531646.0,Cell-Based,CPU,JuNe,32.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,2614455.0,Cell-Based,CPU,JuNe,32.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,3824371.0,Global Face-Based,CPU,JuNe,32.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,3855037.0,Global Face-Based,CPU,JuNe,32.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,3930542.0,Global Face-Based,CPU,JuNe,32.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,2364282.0,Face-Based,CPU,JuNe,64.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,2436646.0,Face-Based,CPU,JuNe,64.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,2511770.0,Face-Based,CPU,JuNe,64.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,2378083.0,Cell-Based,CPU,JuNe,64.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,2440787.0,Cell-Based,CPU,JuNe,64.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,2390597.0,Cell-Based,CPU,JuNe,64.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,3203456.0,Global Face-Based,CPU,JuNe,64.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,3237402.0,Global Face-Based,CPU,JuNe,64.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,3211403.0,Global Face-Based,CPU,JuNe,64.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,3449634.0,Face-Based,CPU,JuNe,128.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,3292126.0,Face-Based,CPU,JuNe,128.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,2887166.0,Face-Based,CPU,JuNe,128.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,3018766.0,Cell-Based,CPU,JuNe,128.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,2801772.0,Cell-Based,CPU,JuNe,128.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,2880843.0,Cell-Based,CPU,JuNe,128.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,4465578.0,Global Face-Based,CPU,JuNe,128.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,4003146.0,Global Face-Based,CPU,JuNe,128.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,4188617.0,Global Face-Based,CPU,JuNe,128.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,65243879.0,Fused Face-Based,CPU,NeoN,1.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,64964769.0,Fused Face-Based,CPU,NeoN,1.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,63769131.0,Fused Face-Based,CPU,NeoN,1.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,63487510.0,Fused Cell-Based,CPU,NeoN,1.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,64398678.0,Fused Cell-Based,CPU,NeoN,1.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,65326103.0,Fused Cell-Based,CPU,NeoN,1.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,11387101.0,Cell-Based,CPU,NeoN,1.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,11712282.0,Cell-Based,CPU,NeoN,1.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,11322420.0,Cell-Based,CPU,NeoN,1.0,gpu-nvidia-h200,460041233.0






DrivAer,65334765.0,34329617.0,Fused Face-Based,CPU,NeoN,2.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,34636784.0,Fused Face-Based,CPU,NeoN,2.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,34891958.0,Fused Face-Based,CPU,NeoN,2.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,31147920.0,Fused Cell-Based,CPU,NeoN,2.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,31499568.0,Fused Cell-Based,CPU,NeoN,2.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,31459038.0,Fused Cell-Based,CPU,NeoN,2.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,5640543.0,Cell-Based,CPU,NeoN,2.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,5939098.0,Cell-Based,CPU,NeoN,2.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,6007484.0,Cell-Based,CPU,NeoN,2.0,gpu-nvidia-h200,460041233.0






DrivAer,65334765.0,20314844.0,Fused Face-Based,CPU,NeoN,4.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,21773083.0,Fused Face-Based,CPU,NeoN,4.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,21332287.0,Fused Face-Based,CPU,NeoN,4.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,19020856.0,Fused Cell-Based,CPU,NeoN,4.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,18719082.0,Fused Cell-Based,CPU,NeoN,4.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,17792442.0,Fused Cell-Based,CPU,NeoN,4.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,4137088.0,Cell-Based,CPU,NeoN,4.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,3971147.0,Cell-Based,CPU,NeoN,4.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,3189623.0,Cell-Based,CPU,NeoN,4.0,gpu-nvidia-h200,460041233.0






DrivAer,65334765.0,10656805.0,Fused Face-Based,CPU,NeoN,8.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,10628496.0,Fused Face-Based,CPU,NeoN,8.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,10611030.0,Fused Face-Based,CPU,NeoN,8.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,9051827.0,Fused Cell-Based,CPU,NeoN,8.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,9022847.0,Fused Cell-Based,CPU,NeoN,8.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,9069681.0,Fused Cell-Based,CPU,NeoN,8.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,2191321.0,Cell-Based,CPU,NeoN,8.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,2098851.0,Cell-Based,CPU,NeoN,8.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,2188704.0,Cell-Based,CPU,NeoN,8.0,gpu-nvidia-h200,460041233.0






DrivAer,65334765.0,6630122.0,Fused Face-Based,CPU,NeoN,16.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,6583947.0,Fused Face-Based,CPU,NeoN,16.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,6398213.0,Fused Face-Based,CPU,NeoN,16.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,6111140.0,Fused Cell-Based,CPU,NeoN,16.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,5476975.0,Fused Cell-Based,CPU,NeoN,16.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,5680303.0,Fused Cell-Based,CPU,NeoN,16.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,1426582.0,Cell-Based,CPU,NeoN,16.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,1321910.0,Cell-Based,CPU,NeoN,16.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,1307275.0,Cell-Based,CPU,NeoN,16.0,gpu-nvidia-h200,460041233.0






DrivAer,65334765.0,4364617.0,Fused Face-Based,CPU,NeoN,32.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,4300355.0,Fused Face-Based,CPU,NeoN,32.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,4276513.0,Fused Face-Based,CPU,NeoN,32.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,3875126.0,Fused Cell-Based,CPU,NeoN,32.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,3826016.0,Fused Cell-Based,CPU,NeoN,32.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,3796124.0,Fused Cell-Based,CPU,NeoN,32.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,852889.0,Cell-Based,CPU,NeoN,32.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,818320.0,Cell-Based,CPU,NeoN,32.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,801697.0,Cell-Based,CPU,NeoN,32.0,gpu-nvidia-h200,460041233.0






DrivAer,65334765.0,3037363.0,Fused Face-Based,CPU,NeoN,64.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,2976177.0,Fused Face-Based,CPU,NeoN,64.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,3000055.0,Fused Face-Based,CPU,NeoN,64.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,2769437.0,Fused Cell-Based,CPU,NeoN,64.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,2802788.0,Fused Cell-Based,CPU,NeoN,64.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,2608754.0,Fused Cell-Based,CPU,NeoN,64.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,763236.0,Cell-Based,CPU,NeoN,64.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,762167.0,Cell-Based,CPU,NeoN,64.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,701375.0,Cell-Based,CPU,NeoN,64.0,gpu-nvidia-h200,460041233.0






DrivAer,65334765.0,1774143.0,Fused Face-Based,CPU,NeoN,128.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,1930240.0,Fused Face-Based,CPU,NeoN,128.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,2275592.0,Fused Face-Based,CPU,NeoN,128.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,1777852.0,Fused Cell-Based,CPU,NeoN,128.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,2133159.0,Fused Cell-Based,CPU,NeoN,128.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,2209304.0,Fused Cell-Based,CPU,NeoN,128.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,511875.0,Cell-Based,CPU,NeoN,128.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,554582.0,Cell-Based,CPU,NeoN,128.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,642427.0,Cell-Based,CPU,NeoN,128.0,gpu-nvidia-h200,460041233.0






DrivAer,65334765.0,18175256.0,Global Face-Based,CPU,NeoN,1.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,18144484.0,Global Face-Based,CPU,NeoN,1.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,18153836.0,Global Face-Based,CPU,NeoN,1.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,18028924.0,Face-Based,CPU,NeoN,1.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,18036014.0,Face-Based,CPU,NeoN,1.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,18037605.0,Face-Based,CPU,NeoN,1.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,12751492.0,Global Face-Based,CPU,NeoN,2.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,12739249.0,Global Face-Based,CPU,NeoN,2.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,12836864.0,Global Face-Based,CPU,NeoN,2.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,12462571.0,Face-Based,CPU,NeoN,2.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,12503422.0,Face-Based,CPU,NeoN,2.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,12526407.0,Face-Based,CPU,NeoN,2.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,7091351.0,Global Face-Based,CPU,NeoN,4.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,7141843.0,Global Face-Based,CPU,NeoN,4.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,6926398.0,Global Face-Based,CPU,NeoN,4.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,6935529.0,Face-Based,CPU,NeoN,4.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,6780572.0,Face-Based,CPU,NeoN,4.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,6792021.0,Face-Based,CPU,NeoN,4.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,5759203.0,Global Face-Based,CPU,NeoN,8.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,4974094.0,Global Face-Based,CPU,NeoN,8.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,5453345.0,Global Face-Based,CPU,NeoN,8.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,5005682.0,Face-Based,CPU,NeoN,8.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,5407222.0,Face-Based,CPU,NeoN,8.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,5411091.0,Face-Based,CPU,NeoN,8.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,3332995.0,Global Face-Based,CPU,NeoN,16.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,3335630.0,Global Face-Based,CPU,NeoN,16.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,3327379.0,Global Face-Based,CPU,NeoN,16.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,3239109.0,Face-Based,CPU,NeoN,16.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,3221285.0,Face-Based,CPU,NeoN,16.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,3218653.0,Face-Based,CPU,NeoN,16.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,2145208.0,Global Face-Based,CPU,NeoN,32.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,2127097.0,Global Face-Based,CPU,NeoN,32.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,2071319.0,Global Face-Based,CPU,NeoN,32.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,1855588.0,Face-Based,CPU,NeoN,32.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,1877039.0,Face-Based,CPU,NeoN,32.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,1849182.0,Face-Based,CPU,NeoN,32.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,1333211.0,Global Face-Based,CPU,NeoN,64.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,1299831.0,Global Face-Based,CPU,NeoN,64.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,1320226.0,Global Face-Based,CPU,NeoN,64.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,1130330.0,Face-Based,CPU,NeoN,64.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,1130086.0,Face-Based,CPU,NeoN,64.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,1132774.0,Face-Based,CPU,NeoN,64.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,866004.0,Global Face-Based,CPU,NeoN,128.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,914191.0,Global Face-Based,CPU,NeoN,128.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,917690.0,Global Face-Based,CPU,NeoN,128.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,900834.0,Face-Based,CPU,NeoN,128.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,933701.0,Face-Based,CPU,NeoN,128.0,gpu-nvidia-h200,460041233.0
DrivAer,65334765.0,959312.0,Face-Based,CPU,NeoN,128.0,gpu-nvidia-h200,460041233.0
